,0
226,AC011462.5
227,AC011476.3
228,AC011498.1
229,AC011511.2
230,AC011603.2
231,AC011611.3
232,AC011997.1
233,AC012146.1
234,AC012184.3
235,AC012306.2
236,AC012307.1
237,AC012313.1
238,AC012358.3
239,AC012360.3
240,AC012368.1
241,AC012447.1
242,AC012459.1
243,AC012615.1
244,AC012640.2
245,AC012645.3
246,AC013264.1
247,AC013400.1
248,AC013652.1
249,AC015795.1
250,AC015802.4
251,AC015849.1
252,AC015871.1
253,AC015912.3
254,AC015923.1
255,AC015971.1
256,AC015982.2
257,AC016027.1
258,AC016065.1
259,AC016074.2
260,AC016394.1
261,AC016405.3
262,AC016526.4
263,AC016590.1
264,AC016596.1
265,AC016727.1
266,AC016747.1
267,AC016821.1
268,AC016831.1
269,AC016831.5
270,AC016831.7
271,AC016876.1
272,AC017002.1
273,AC017083.1
274,AC017083.2
275,AC017101.1
276,AC018362.1
277,AC018521.5
278,AC018647.2
279,AC018754.1
280,AC018797.3
281,AC018816.1
282,AC018845.3
283,AC019117.2
284,AC019163.1
285,AC019205.1
286,AC020651.2
287,AC020659.1
288,AC020765.2
289,AC020911.2
290,AC020915.2
291,AC020916.1
292,AC021028.1
293,AC021054.1
294,AC021092.1
295,AC021127.1
296,AC021151.1
297,AC021188.1
298,AC021683.5
299,AC021752.1
300,AC022075.1
301,AC022098.1
302,AC022098.4
303,AC022126.1
304,AC022182.1
305,AC022182.2
306,AC022210.2
307,AC022217.3
308,AC022364.1
309,AC022506.2
310,AC022706.1
311,AC022893.1
312,AC022916.1
313,AC023157.3
314,AC023421.2
315,AC023424.3
316,AC023509.3
317,AC023590.1
318,AC023632.2
319,AC023790.2
320,AC023908.3
321,AC024028.1
322,AC024257.3
323,AC024909.1
324,AC025031.2
325,AC025034.1
326,AC025159.1
327,AC025164.1
328,AC025164.2
329,AC025165.2
330,AC025171.1
331,AC025171.2
332,AC025171.3
333,AC025181.2
334,AC025257.1
335,AC025259.3
336,AC025682.1
337,AC025946.1
338,AC026202.2
339,AC026304.1
340,AC026341.1
341,AC026347.1
342,AC026470.2
343,AC026471.1
344,AC026979.2
345,AC027097.1
346,AC027097.2
347,AC027279.1
348,AC027290.1
349,AC027644.3
350,AC027702.1
351,AC034102.3
352,AC034102.5
353,AC034102.6
354,AC034236.2
355,AC034238.1
356,AC040970.1
357,AC044849.1
358,AC046134.2
359,AC048341.1
360,AC048382.5
361,AC051619.4
362,AC053513.1
363,AC053527.2
364,AC055839.2
365,AC055854.1
366,AC058791.1
367,AC060780.1
368,AC062022.2
369,AC064807.1
370,AC067751.1
371,AC067852.2
372,AC067852.5
373,AC067930.3
374,AC067930.8
375,AC067945.3
376,AC067945.4
377,AC068193.1
378,AC068282.1
379,AC068338.2
380,AC068389.1
381,AC068587.4
382,AC068724.3
383,AC068888.1
384,AC069213.1
385,AC069431.1
386,AC072022.2
387,AC072061.1
388,AC073111.4
389,AC073115.2
390,AC073167.1
391,AC073254.1
392,AC073332.1
393,AC073342.1
394,AC073343.2
395,AC073389.1
396,AC073475.1
397,AC073517.1
398,AC073896.2
399,AC073934.1
400,AC074032.1
401,AC074044.1
402,AC074117.1
403,AC074351.1
404,AC078778.1
405,AC078785.1
406,AC078795.1
407,AC078846.1
408,AC078881.1
409,AC078883.1
410,AC078923.1
411,AC078929.1
412,AC078980.1
413,AC079305.1
414,AC079305.3
415,AC079336.4
416,AC079447.1
417,AC079781.5
418,AC079793.1
419,AC079807.1
420,AC079921.1
421,AC079922.2
422,AC080112.4
423,AC080128.2
424,AC083798.2
425,AC083862.3
426,AC083870.1
427,AC083880.1
428,AC083949.1
429,AC083973.1
430,AC084018.2
431,AC084198.2
432,AC087164.1
433,AC087239.1
434,AC087276.2
435,AC087286.2
436,AC087286.4
437,AC087500.1
438,AC087623.2
439,AC087854.1
440,AC090061.1
441,AC090152.1
442,AC090517.5
443,AC090772.2
444,AC090825.1
445,AC090971.2
446,AC091180.2
447,AC091180.5
448,AC091271.1
449,AC091729.3
450,AC091814.1
451,AC091978.1
452,AC092053.2
453,AC092053.3
454,AC092053.4
455,AC092120.3
456,AC092159.2
457,AC092164.1
458,AC092279.1
459,AC092287.1
460,AC092329.4
461,AC092338.3
462,AC092343.1
463,AC092580.4
464,AC092617.1
465,AC092650.1
466,AC092652.1
467,AC092652.2
468,AC092683.1
469,AC092745.5
470,AC092755.2
471,AC092803.1
472,AC092821.3
473,AC092902.4
474,AC092910.3
475,AC092944.1
476,AC093010.2
477,AC093019.2
478,AC093157.1
479,AC093249.6
480,AC093323.1
481,AC093423.2
482,AC093462.1
483,AC093484.3
484,AC093495.1
485,AC093510.1
486,AC093535.1
487,AC093567.1
488,AC093635.1
489,AC093827.4
490,AC093865.1
491,AC096564.1
492,AC096677.1
493,AC096734.2
494,AC096751.2
495,AC097376.3
496,AC097382.3
497,AC097460.1
498,AC097534.2
499,AC097634.3
500,AC098484.4
501,AC098829.1
502,AC099063.1
503,AC099063.4
504,AC099343.3
505,AC099489.1
506,AC099778.1
507,AC100778.3
508,AC100810.1
509,AC100812.1
510,AC103591.3
511,AC103724.3
512,AC103724.4
513,AC104078.1
514,AC104078.2
515,AC104109.2
516,AC104123.1
517,AC104162.2
518,AC104170.1
519,AC104316.1
520,AC104365.1
521,AC104389.5
522,AC104461.1
523,AC104472.4
524,AC104506.1
525,AC104590.1
526,AC104596.1
527,AC104695.2
528,AC104806.2
529,AC104850.2
530,AC104984.2
531,AC105020.6
532,AC105052.4
533,AC105402.3
534,AC105916.1
535,AC106791.1
536,AC106818.2
537,AC107081.2
538,AC107214.1
539,AC107223.1
540,AC107959.1
541,AC108047.1
542,AC108134.3
543,AC108449.1
544,AC108519.1
545,AC109587.1
546,AC110769.2
547,AC111182.1
548,AC112907.3
549,AC113410.4
550,AC113414.1
551,AC114271.1
552,AC114488.2
553,AC114760.2
554,AC114811.2
555,AC114956.3
556,AC115618.1
557,AC116366.1
558,AC116366.2
559,AC116407.2
560,AC116535.1
561,AC117382.2
562,AC118549.1
563,AC119396.1
564,AC119673.2
565,AC121761.1
566,AC122719.3
567,AC123512.1
568,AC123595.1
569,AC123912.1
570,AC124014.1
571,AC124016.1
572,AC124248.1
573,AC125494.1
574,AC125611.3
575,AC126696.1
576,AC126696.3
577,AC127070.1
578,AC127502.2
579,AC127521.1
580,AC127526.2
581,AC127526.4
582,AC131237.1
583,AC131571.1
584,AC131971.1
585,AC132192.2
586,AC132938.3
587,AC134772.1
588,AC135457.1
589,AC136475.1
590,AC136475.3
591,AC137810.1
592,AC138150.1
593,AC139530.1
594,AC139720.1
595,AC139887.2
596,AC141424.1
597,AC144652.1
598,AC145124.1
599,AC145285.6
600,AC147067.1
601,AC147651.4
602,AC211433.1
603,AC211476.2
604,AC215522.2
605,AC231533.1
606,AC231981.1
607,AC234582.1
608,AC239799.2
609,AC242426.2
610,AC242842.1
611,AC243829.1
612,AC243829.2
613,AC243829.4
614,AC243960.1
615,AC243960.3
616,AC243965.1
617,AC244131.2
618,AC244197.2
619,AC244213.1
620,AC244502.1
621,AC245014.3
622,AC245033.2
623,AC245060.5
624,AC245164.2
625,AC245297.3
626,AC245407.2
627,AC246785.3
628,AC253572.2
629,ACAA1
630,ACAA2
631,ACACA
632,ACACB
633,ACAD10
634,ACAD11
635,ACAD8
636,ACAD9
637,ACADM
638,ACADS
639,ACADSB
640,ACADVL
641,ACAP1
642,ACAP2
643,ACAP3
644,ACAT1
645,ACAT2
646,ACBD3
647,ACBD4
648,ACBD5
649,ACBD6
650,ACCS
651,ACD
652,ACER2
653,ACER3
654,ACIN1
655,ACLY
656,ACO1
657,ACO2
658,ACOT13
659,ACOT2
660,ACOT4
661,ACOT7
662,ACOT8
663,ACOT9
664,ACOX1
665,ACOX3
666,ACOXL
667,ACP1
668,ACP2
669,ACP5
670,ACP6
671,ACSF2
672,ACSF3
673,ACSL1
674,ACSL3
675,ACSL4
676,ACSL5
677,ACSL6
678,ACSM3
679,ACSS1
680,ACSS2
681,ACTA2
682,ACTB
683,ACTG1
684,ACTL6A
685,ACTN1
686,ACTN4
687,ACTR10
688,ACTR1A
689,ACTR1B
690,ACTR2
691,ACTR3
692,ACTR3B
693,ACTR3C
694,ACTR5
695,ACTR6
696,ACTR8
697,ACVR1
698,ACVR1B
699,ACVR1C
700,ACVR2A
701,ACY1
702,ACYP1
703,ACYP2
704,AD000090.1
705,ADA
706,ADA2
707,ADAL
708,ADAM10
709,ADAM12
710,ADAM15
711,ADAM17
712,ADAM19
713,ADAM22
714,ADAM23
715,ADAM8
716,ADAM9
717,ADAMTS17
718,ADAMTS6
719,ADAMTSL4-AS1
720,ADAP1
721,ADAR
722,ADARB1
723,ADAT1
724,ADAT2
725,ADAT3
726,ADCK1
727,ADCK2
728,ADCK5
729,ADCY3
730,ADCY7
731,ADCY9
732,ADD1
733,ADD3
734,ADGRE5
735,ADGRF3
736,ADGRG1
737,ADGRG5
738,ADGRL1
739,ADGRV1
740,ADH5
741,ADHFE1
742,ADI1
743,ADIPOR1
744,ADIPOR2
745,ADIRF-AS1
746,ADK
747,ADM
748,ADNP
749,ADNP-AS1
750,ADNP2
751,ADO
752,ADORA2A
753,ADPGK
754,ADPGK-AS1
755,ADPRHL2
756,ADPRM
757,ADRB2
758,ADRM1
759,ADSL
760,ADSS
761,AEBP2
762,AEN
763,AF111167.1
764,AF117829.1
765,AF165147.1
766,AF213884.3
767,AF274853.1
768,AF305872.2
769,AFAP1
770,AFDN
771,AFF1
772,AFF3
773,AFF4
774,AFG1L
775,AFG3L2
776,AFMID
777,AFTPH
778,AGA
779,AGAP1
780,AGAP2
781,AGAP3
782,AGBL2
783,AGBL3
784,AGBL5
785,AGFG1
786,AGFG2
787,AGGF1
788,AGK
789,AGL
790,AGO1
791,AGO2
792,AGO3
793,AGO4
794,AGPAT1
795,AGPAT2
796,AGPAT3
797,AGPAT4
798,AGPAT5
799,AGPS
800,AGTPBP1
801,AGTRAP
802,AHCTF1
803,AHCY
804,AHCYL1
805,AHCYL2
806,AHDC1
807,AHI1
808,AHNAK
809,AHR
810,AHSA1
811,AIDA
812,AIF1
813,AIFM1
814,AIFM2
815,AIG1
816,AIM2
817,AIMP1
818,AIMP2
819,AIP
820,AJM1
821,AK1
822,AK2
823,AK3
824,AK6
825,AK9
826,AKAP1
827,AKAP10
828,AKAP11
829,AKAP13
830,AKAP17A
831,AKAP7
832,AKAP8
833,AKAP8L
834,AKAP9
835,AKIP1
836,AKIRIN1
837,AKIRIN2
838,AKNA
839,AKNAD1
840,AKR1A1
841,AKR1B1
842,AKR7A2
843,AKT1
844,AKT1S1
845,AKT2
846,AKT3
847,AKTIP
848,AL008635.1
849,AL021155.5
850,AL021396.1
851,AL021707.1
852,AL021918.5
853,AL022157.1
854,AL022328.4
855,AL022345.4
856,AL024507.2
857,AL031283.1
858,AL031428.1
859,AL031432.4
860,AL031602.2
861,AL031727.2
862,AL031728.1
863,AL031772.1
864,AL031848.2
865,AL031963.3
866,AL033527.4
867,AL033528.2
868,AL034397.3
869,AL034405.1
870,AL035427.1
871,AL035530.2
872,AL035587.2
873,AL035634.1
874,AL035661.2
875,AL049597.2
876,AL049780.2
877,AL049828.1
878,AL049869.3
879,AL050309.1
880,AL050341.2
881,AL078459.1
882,AL078600.1
883,AL078604.4
884,AL080250.1
885,AL080276.2
886,AL096677.1
887,AL096794.1
888,AL096865.1
889,AL096870.8
890,AL109761.1
891,AL109955.1
892,AL110114.1
893,AL117332.1
894,AL117336.2
895,AL118516.1
896,AL118558.3
897,AL121574.1
898,AL121601.1
899,AL121603.2
900,AL121658.1
901,AL121787.1
902,AL121820.1
903,AL121832.2
904,AL121935.1
905,AL121944.1
906,AL121985.1
907,AL122035.1
908,AL132639.2
909,AL132780.1
910,AL132996.1
911,AL133227.1
912,AL133259.1
913,AL133268.3
914,AL133268.4
915,AL133330.1
916,AL133338.1
917,AL133415.1
918,AL133477.2
919,AL133480.1
920,AL133493.1
921,AL133523.1
922,AL135791.1
923,AL135818.1
924,AL135905.2
925,AL135925.1
926,AL135999.1
927,AL136038.3
928,AL136038.5
929,AL136040.1
930,AL136040.2
931,AL136320.1
932,AL136419.3
933,AL136454.1
934,AL136456.1
935,AL136962.1
936,AL136987.1
937,AL137003.1
938,AL137003.2
939,AL137009.1
940,AL137060.3
941,AL137779.2
942,AL137856.1
943,AL137857.1
944,AL138720.1
945,AL138724.1
946,AL138778.1
947,AL138895.1
948,AL138930.1
949,AL138963.4
950,AL138966.2
951,AL139011.1
952,AL139089.1
953,AL139099.1
954,AL139106.1
955,AL139246.5
956,AL139260.1
957,AL139274.2
958,AL139317.5
959,AL139383.1
960,AL139393.3
961,AL139807.1
962,AL157392.3
963,AL157394.3
964,AL157400.3
965,AL157402.2
966,AL157756.1
967,AL157911.1
968,AL157912.1
969,AL157938.2
970,AL158071.1
971,AL158071.3
972,AL158071.4
973,AL158152.1
974,AL158198.1
975,AL158207.2
976,AL158801.2
977,AL158801.3
978,AL158832.1
979,AL160171.1
980,AL160408.2
981,AL161421.1
982,AL161725.1
983,AL162231.2
984,AL162253.2
985,AL162258.2
986,AL162377.1
987,AL162458.1
988,AL163051.1
989,AL163973.2
990,AL353194.1
991,AL353708.1
992,AL353708.3
993,AL353719.1
994,AL353759.1
995,AL353807.5
996,AL354710.2
997,AL354733.3
998,AL354740.1
999,AL354920.1
1000,AL355001.2
1001,AL355075.3
1002,AL355075.4
1003,AL355304.1
1004,AL355353.1
1005,AL355490.2
1006,AL355916.1
1007,AL355999.1
1008,AL356020.1
1009,AL356124.1
1010,AL356234.2
1011,AL356356.1
1012,AL356417.1
1013,AL356417.3
1014,AL356441.1
1015,AL356488.2
1016,AL356488.3
1017,AL356512.1
1018,AL356599.1
1019,AL357054.4
1020,AL358852.1
1021,AL359220.1
1022,AL359232.1
1023,AL359513.1
1024,AL359711.2
1025,AL360091.3
1026,AL360270.1
1027,AL360270.2
1028,AL360270.3
1029,AL365272.1
1030,AL365295.1
1031,AL365361.1
1032,AL390728.5
1033,AL390728.6
1034,AL390957.1
1035,AL391069.2
1036,AL391832.4
1037,AL391839.1
1038,AL391839.3
1039,AL391863.1
1040,AL392023.2
1041,AL392046.1
1042,AL392086.3
1043,AL392172.1
1044,AL441992.1
1045,AL442067.3
1046,AL442663.3
1047,AL445524.1
1048,AL450322.2
1049,AL450352.1
1050,AL450992.1
1051,AL450992.2
1052,AL450992.3
1053,AL450998.2
1054,AL451085.1
1055,AL451085.2
1056,AL451165.2
1057,AL499604.1
1058,AL512791.2
1059,AL513303.1
1060,AL513550.1
1061,AL589693.1
1062,AL589990.1
1063,AL590068.4
1064,AL590550.1
1065,AL590705.1
1066,AL590714.1
1067,AL590764.1
1068,AL591043.2
1069,AL591368.1
1070,AL591846.2
1071,AL591895.1
1072,AL592166.1
1073,AL592183.1
1074,AL592295.4
1075,AL592429.2
1076,AL596214.1
1077,AL596325.1
1078,AL603756.1
1079,AL603839.3
1080,AL606489.1
1081,AL606760.3
1082,AL606807.1
1083,AL627171.1
1084,AL627171.2
1085,AL627422.2
1086,AL645465.1
1087,AL645568.1
1088,AL645728.1
1089,AL645941.3
1090,AL662844.4
1091,AL691403.1
1092,AL691403.2
1093,AL691432.2
1094,AL731577.2
1095,ALAD
1096,ALAS1
1097,ALB
1098,ALCAM
1099,ALDH16A1
1100,ALDH18A1
1101,ALDH3A2
1102,ALDH4A1
1103,ALDH5A1
1104,ALDH6A1
1105,ALDH9A1
1106,ALDOA
1107,ALDOC
1108,ALG1
1109,ALG10
1110,ALG10B
1111,ALG11
1112,ALG12
1113,ALG13
1114,ALG14
1115,ALG1L2
1116,ALG1L9P
1117,ALG2
1118,ALG3
1119,ALG5
1120,ALG6
1121,ALG8
1122,ALG9
1123,ALKBH1
1124,ALKBH2
1125,ALKBH3
1126,ALKBH4
1127,ALKBH5
1128,ALKBH6
1129,ALKBH7
1130,ALKBH8
1131,ALMS1
1132,ALOX12-AS1
1133,ALOX5
1134,ALOX5AP
1135,ALPK1
1136,ALPK2
1137,ALS2
1138,ALYREF
1139,AMACR
1140,AMBRA1
1141,AMD1
1142,AMDHD2
1143,AMFR
1144,AMIGO2
1145,AMMECR1
1146,AMMECR1L
1147,AMN1
1148,AMPD2
1149,AMPD3
1150,AMZ2
1151,ANAPC1
1152,ANAPC10
1153,ANAPC11
1154,ANAPC13
1155,ANAPC15
1156,ANAPC16
1157,ANAPC2
1158,ANAPC4
1159,ANAPC5
1160,ANAPC7
1161,ANGEL1
1162,ANGEL2
1163,ANK1
1164,ANK3
1165,ANKAR
1166,ANKDD1A
1167,ANKEF1
1168,ANKFY1
1169,ANKH
1170,ANKHD1
1171,ANKIB1
1172,ANKLE2
1173,ANKMY1
1174,ANKMY2
1175,ANKRA2
1176,ANKRD10
1177,ANKRD11
1178,ANKRD12
1179,ANKRD13A
1180,ANKRD13C
1181,ANKRD13D
1182,ANKRD16
1183,ANKRD17
1184,ANKRD23
1185,ANKRD26
1186,ANKRD27
1187,ANKRD28
1188,ANKRD33B
1189,ANKRD34A
1190,ANKRD35
1191,ANKRD36
1192,ANKRD36B
1193,ANKRD36C
1194,ANKRD37
1195,ANKRD39
1196,ANKRD40
1197,ANKRD42
1198,ANKRD44
1199,ANKRD46
1200,ANKRD49
1201,ANKRD52
1202,ANKRD54
1203,ANKRD55
1204,ANKRD9
1205,ANKS1A
1206,ANKS3
1207,ANKS6
1208,ANKUB1
1209,ANKZF1
1210,ANO10
1211,ANO6
1212,ANO8
1213,ANO9
1214,ANP32A
1215,ANP32B
1216,ANP32E
1217,ANTKMT
1218,ANTXR2
1219,ANXA1
1220,ANXA11
1221,ANXA2
1222,ANXA2R
1223,ANXA4
1224,ANXA5
1225,ANXA6
1226,ANXA7
1227,AOAH
1228,AOPEP
1229,AP000331.1
1230,AP000424.1
1231,AP000442.1
1232,AP000446.1
1233,AP000763.3
1234,AP000787.1
1235,AP000845.1
1236,AP000873.2
1237,AP000919.2
1238,AP000919.3
1239,AP000926.2
1240,AP000944.6
1241,AP001011.1
1242,AP001122.1
1243,AP001160.1
1244,AP001267.1
1245,AP001269.4
1246,AP001318.2
1247,AP001347.1
1248,AP001363.2
1249,AP001453.3
1250,AP001816.1
1251,AP002026.1
1252,AP002336.2
1253,AP002360.1
1254,AP002381.2
1255,AP002387.2
1256,AP002490.1
1257,AP002495.1
1258,AP002518.2
1259,AP002748.4
1260,AP002762.2
1261,AP003086.1
1262,AP003307.1
1263,AP003392.5
1264,AP003472.1
1265,AP003472.2
1266,AP003717.4
1267,AP003721.2
1268,AP003721.4
1269,AP003774.2
1270,AP004609.3
1271,AP005019.1
1272,AP005131.5
1273,AP005329.1
1274,AP005329.3
1275,AP005482.1
1276,AP006621.3
1277,AP1AR
1278,AP1B1
1279,AP1G1
1280,AP1G2
1281,AP1M1
1282,AP1S1
1283,AP1S2
1284,AP1S3
1285,AP2A1
1286,AP2A2
1287,AP2B1
1288,AP2M1
1289,AP2S1
1290,AP3B1
1291,AP3D1
1292,AP3M1
1293,AP3M2
1294,AP3S1
1295,AP3S2
1296,AP4B1
1297,AP4B1-AS1
1298,AP4E1
1299,AP4M1
1300,AP4S1
1301,AP5B1
1302,AP5M1
1303,AP5S1
1304,AP5Z1
1305,APAF1
1306,APBA1
1307,APBA2
1308,APBA3
1309,APBB1
1310,APBB1IP
1311,APBB3
1312,APC
1313,APEH
1314,APEX1
1315,APEX2
1316,APH1A
1317,APH1B
1318,API5
1319,APIP
1320,APLF
1321,APLP2
1322,APMAP
1323,APOA1
1324,APOA1-AS
1325,APOBEC3C
1326,APOBEC3D
1327,APOBEC3F
1328,APOBEC3G
1329,APOBEC3H
1330,APOBR
1331,APOL1
1332,APOL2
1333,APOL3
1334,APOL6
1335,APOLD1
1336,APOM
1337,APOO
1338,APOOL
1339,APP
1340,APPBP2
1341,APPL1
1342,APPL2
1343,APRT
1344,APTR
1345,APTX
1346,AQP3
1347,AQR
1348,ARAF
1349,ARAP1
1350,ARAP2
1351,ARCN1
1352,AREG
1353,AREL1
1354,ARF1
1355,ARF3
1356,ARF4
1357,ARF4-AS1
1358,ARF5
1359,ARF6
1360,ARFGAP1
1361,ARFGAP2
1362,ARFGAP3
1363,ARFGEF1
1364,ARFGEF2
1365,ARFIP1
1366,ARFIP2
1367,ARFRP1
1368,ARG2
1369,ARGLU1
1370,ARHGAP1
1371,ARHGAP10
1372,ARHGAP11A
1373,ARHGAP12
1374,ARHGAP15
1375,ARHGAP17
1376,ARHGAP18
1377,ARHGAP19
1378,ARHGAP21
1379,ARHGAP25
1380,ARHGAP26
1381,ARHGAP27
1382,ARHGAP30
1383,ARHGAP31
1384,ARHGAP32
1385,ARHGAP33
1386,ARHGAP35
1387,ARHGAP4
1388,ARHGAP45
1389,ARHGAP5
1390,ARHGAP9
1391,ARHGDIA
1392,ARHGDIB
1393,ARHGEF1
1394,ARHGEF12
1395,ARHGEF18
1396,ARHGEF19
1397,ARHGEF2
1398,ARHGEF3
1399,ARHGEF37
1400,ARHGEF39
1401,ARHGEF40
1402,ARHGEF6
1403,ARHGEF7
1404,ARHGEF9
1405,ARID1A
1406,ARID1B
1407,ARID2
1408,ARID3A
1409,ARID3B
1410,ARID4A
1411,ARID4B
1412,ARID5A
1413,ARID5B
1414,ARIH1
1415,ARIH2
1416,ARIH2OS
1417,ARL1
1418,ARL10
1419,ARL13B
1420,ARL14EP
1421,ARL15
1422,ARL16
1423,ARL17A
1424,ARL17B
1425,ARL2
1426,ARL2BP
1427,ARL3
1428,ARL4A
1429,ARL4C
1430,ARL4D
1431,ARL5A
1432,ARL5B
1433,ARL6
1434,ARL6IP1
1435,ARL6IP4
1436,ARL6IP5
1437,ARL6IP6
1438,ARL8A
1439,ARL8B
1440,ARMC1
1441,ARMC10
1442,ARMC2
1443,ARMC5
1444,ARMC6
1445,ARMC7
1446,ARMC8
1447,ARMC9
1448,ARMCX2
1449,ARMCX3
1450,ARMCX4
1451,ARMCX5
1452,ARMCX5-GPRASP2
1453,ARMCX6
1454,ARMH1
1455,ARMH3
1456,ARMH4
1457,ARMT1
1458,ARNT
1459,ARNTL
1460,ARPC1A
1461,ARPC1B
1462,ARPC2
1463,ARPC3
1464,ARPC4
1465,ARPC5
1466,ARPC5L
1467,ARPP19
1468,ARRB1
1469,ARRB2
1470,ARRDC1
1471,ARRDC1-AS1
1472,ARRDC2
1473,ARRDC3
1474,ARRDC3-AS1
1475,ARSA
1476,ARSB
1477,ARSG
1478,ARSJ
1479,ARSK
1480,ARV1
1481,ASAH1
1482,ASAP1
1483,ASB1
1484,ASB16-AS1
1485,ASB2
1486,ASB3
1487,ASB6
1488,ASB7
1489,ASB8
1490,ASCC1
1491,ASCC2
1492,ASCC3
1493,ASF1A
1494,ASF1B
1495,ASH1L
1496,ASH1L-AS1
1497,ASH2L
1498,ASIP
1499,ASL
1500,ASMTL
1501,ASNS
1502,ASNSD1
1503,ASPH
1504,ASPM
1505,ASPSCR1
1506,ASTE1
1507,ASTL
1508,ASTN2
1509,ASXL1
1510,ASXL2
1511,ATAD1
1512,ATAD2
1513,ATAD2B
1514,ATAD3A
1515,ATAD3B
1516,ATAD5
1517,ATAT1
1518,ATE1
1519,ATF1
1520,ATF2
1521,ATF3
1522,ATF4
1523,ATF5
1524,ATF6
1525,ATF6B
1526,ATF7
1527,ATF7IP
1528,ATF7IP2
1529,ATG10
1530,ATG101
1531,ATG12
1532,ATG13
1533,ATG14
1534,ATG16L1
1535,ATG16L2
1536,ATG2A
1537,ATG2B
1538,ATG3
1539,ATG4A
1540,ATG4B
1541,ATG4C
1542,ATG4D
1543,ATG5
1544,ATG7
1545,ATG9A
1546,ATG9B
1547,ATIC
1548,ATL2
1549,ATL3
1550,ATM
1551,ATMIN
1552,ATN1
1553,ATOX1
1554,ATP10A
1555,ATP10D
1556,ATP11A
