,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
8932,16923,MT-ATP6,ENSG00000198899,0.003803732407996889,3.7845093267635344e-31,1.0397669053188043e-28,244,1
8068,14751,EL33,ENSG00000182899,0.0037564521227948,5.184600036626785e-38,1.9942045580881267e-35,244,1
6691,11614,BA753C18.3,ENSG00000166272,0.0037458549652780804,0.0013193408415938205,0.013734752303526778,14,1
1237,1901,DTX2,ENSG00000091073,0.0037429978450139365,0.004387413804321268,0.035542856901729834,12,1
8881,16838,ZNF652,ENSG00000198740,0.0037371222861111164,0.0016557228378951683,0.016498892030259005,16,1
7227,12730,IANT,ENSG00000171115,0.0037307292222976685,0.005545165756270511,0.041897778848633035,8,1
5775,9763,RRAGA,ENSG00000155876,0.003720644861459732,0.0037968247898155756,0.031831096058296926,8,1
3223,5138,NECRC,ENSG00000121741,0.0037191686869570703,2.7330470977484055e-11,1.3617088545051123e-09,66,1
6713,11659,UL15,ENSG00000166441,0.0037130407920671167,6.453848664917115e-31,1.7238946878289716e-28,218,1
3771,6154,EL36,ENSG00000130255,0.003710465734732933,5.839298581684843e-39,2.4413345722383237e-36,244,1
1049,1631,RAB10,ENSG00000084733,0.0037082966703634998,1.992326023597614e-11,1.0190535661124816e-09,78,1
2628,4176,H2AF12M,ENSG00000113648,0.0037040138507590573,7.078645281780204e-09,2.711882590820655e-07,34,1
3067,4873,C19ORF25,ENSG00000119559,0.0037018257108601656,6.789811623060756e-05,0.0011474662314121657,22,1
2592,4123,HTHG1,ENSG00000113272,0.003694503257671992,0.001602724055123796,0.016053952618823357,18,1
6249,10700,DISC1,ENSG00000162946,0.0036838002502918243,5.2794414200259706e-05,0.0009163738031582985,30,1
3943,6455,TYMSAS,ENSG00000132199,0.0036782154015132357,0.00012945156312293578,0.0019916899695842406,28,1
9465,18811,ZBED6,ENSG00000257315,0.0036575254052877426,0.00161767695692042,0.016170043261691018,8,1
2382,3766,RPS13,ENSG00000110700,0.003653136906443072,9.478717640781042e-37,3.5056672628365576e-34,244,1
6484,11161,CSF2,ENSG00000164400,0.0036486107856035233,0.004462829841940078,0.03594185239539011,8,1
6072,10342,SEMDK,ENSG00000160584,0.0036485488748266583,8.095694790314878e-30,1.9961077206068684e-27,210,1
5891,9982,UBN2,ENSG00000157741,0.003647251675526301,0.0040857614271358825,0.033840380605804174,12,1
2217,3503,CBX1,ENSG00000108468,0.0036430731415748596,2.2324589934175497e-05,0.0004310707968012682,22,1
2667,4241,TF6,ENSG00000114354,0.003619089722633362,1.3657403037265591e-05,0.00027532408303217176,24,1
7895,14277,PR01365,ENSG00000179912,0.003602472133934498,0.0007180698591136063,0.008369648200286593,16,1
4308,7103,SWIP,ENSG00000136051,0.0035986208046476045,0.0030291070427163353,0.026455852245922146,24,1
6025,10258,HSPC182,ENSG00000160075,0.0035772337096518485,5.892957723605237e-08,1.914414914533377e-06,58,1
6163,10532,RPL29,ENSG00000162244,0.00357406313118876,2.1601690082058195e-36,7.162822476864538e-34,244,1
2105,3335,ALK-5,ENSG00000106799,0.003572779042380197,0.00415343031987791,0.03425333272379587,14,1
1955,3071,FP585,ENSG00000105379,0.0035646139260600597,4.4702010374381015e-05,0.0007930895419927082,34,1
7497,13329,MARCH3,ENSG00000173926,0.0035608048949922833,0.0041919029898774916,0.03439363408759553,28,1
7980,14506,SGSH,ENSG00000181523,0.0035568969324231148,0.004779120061343672,0.03788624774103937,8,1
9099,17367,HMG14,ENSG00000205581,0.0035407944367482113,3.852664445891231e-06,8.820766978973828e-05,52,1
8920,16905,RUNDC1,ENSG00000198863,0.0035336121916770937,0.004538241293782615,0.03645758419466468,10,1
8456,15920,DJ1049G11.4,ENSG00000188559,0.003525631129741669,0.0001062856482729257,0.0016865392636839166,20,1
4047,6634,WEX7,ENSG00000133142,0.0035204546792166574,0.004710844992339107,0.03749957404497753,14,1
6020,10252,CCDC28B,ENSG00000160050,0.0035196438431739805,0.002177842506381546,0.02043134979645361,10,1
5362,8988,HERC4,ENSG00000148634,0.003513915954451812,7.177876999310186e-06,0.00015686923914856078,38,1
4333,7143,ZNF374,ENSG00000136247,0.0035129274640764508,0.0009831268950337164,0.010853901518535266,14,1
9369,18359,C22ORF39,ENSG00000242259,0.003501446219161153,0.006716112173388323,0.04870447561033342,16,1
8462,15938,DPD,ENSG00000188641,0.0034931079932936917,1.479925935072377e-06,3.67725265934263e-05,54,1
2441,3872,RAB5B,ENSG00000111540,0.003488868681920899,0.0002234549995729343,0.003178614313451681,18,1
5284,8839,MRXS35,ENSG00000147403,0.0034866003075339756,1.2732257120990005e-11,6.727109037112082e-10,244,1
5435,9126,TRPT1,ENSG00000149743,0.0034727746886866434,0.0007919012332567745,0.009065383641663266,14,1
6817,11863,DSAEC,ENSG00000167315,0.003469826529423396,1.1530144921709826e-06,2.940951553505615e-05,60,1
7169,12593,WIBG,ENSG00000170473,0.0034629752238591513,0.0029843338698782025,0.02618371760287299,12,1
9166,17578,LEPROT,ENSG00000213625,0.0034606243882860455,0.0007693443179543495,0.008849300193120843,14,1
4405,7264,CDG1U,ENSG00000136908,0.0034588514403863387,0.000631260926828848,0.0075688342548456385,22,1
9217,17701,TOM6,ENSG00000214736,0.0034488158300518988,3.6299469346469658e-12,2.1027451640701943e-10,100,1
7478,13294,MSTP112,ENSG00000173706,0.0034458842128515244,0.001317958504743105,0.013734752303526778,16,1
7492,13319,PHC3,ENSG00000173889,0.003443592611481162,3.7788730098887995e-08,1.2840156488724627e-06,68,1
1450,2254,APOL-I,ENSG00000100342,0.003442051261663437,0.006234173946451752,0.0460075338979893,10,1
2691,4278,HEMK1,ENSG00000114735,0.003435802001219529,0.0001270364972409385,0.001963959738695924,26,1
9144,17531,IMAP38,ENSG00000213203,0.0034246414023287155,1.2398755722710038e-06,3.1458162276933965e-05,34,1
3411,5485,PTI,ENSG00000124570,0.0034232030156999826,0.0008567166007552509,0.009654295751410353,16,1
9153,17555,C7ORF15,ENSG00000213413,0.0034204259514808654,0.0025881095666633823,0.023456419974585377,10,1
3751,6099,RPS4Y,ENSG00000129824,0.0034154664619632487,1.2374807038282903e-25,2.5318328612793275e-23,212,1
833,1303,CTAK1,ENSG00000075413,0.0034087680449539966,1.6865547089756183e-07,5.116059962621308e-06,44,1
8590,16251,NACA,ENSG00000196531,0.003401536784577565,6.627621197203537e-28,1.5174096531502195e-25,244,1
8286,15346,KCNQ5,ENSG00000185760,0.00339925368981702,0.0012987181485772648,0.013606077411995213,28,1
1189,1836,GMIP,ENSG00000089639,0.003393625964721044,0.00021845925633264272,0.0031167718232858943,30,1
1904,2981,HSYN10,ENSG00000104915,0.0033924890061219535,7.850129118412918e-06,0.00016987926097436167,30,1
300,481,RABEP1,ENSG00000029725,0.0033922507004304366,0.002981732501002213,0.02618371760287299,22,1
5428,9110,DJ1085F17.3,ENSG00000149600,0.0033738184720277786,6.62556417107778e-05,0.0011270387565259126,32,1
2805,4453,WARBM1,ENSG00000115839,0.0033640488982200623,0.0011809312537097607,0.012613190033519368,14,1
5872,9944,SDR19C1,ENSG00000157379,0.0033524089625903536,0.0033573859707489466,0.0288513167959981,14,1
6260,10726,H3.3A,ENSG00000163041,0.0033402287711699805,5.723555462227474e-19,6.718365748419583e-17,210,1
8874,16824,KIAA0423,ENSG00000198718,0.003329630009829998,0.00033327623576843914,0.004484713548881427,24,1
2383,3767,XAP-2,ENSG00000110711,0.0033257293474415073,1.5023043245494574e-05,0.0003003359331573302,46,1
6994,12195,IL7R,ENSG00000168685,0.003316627407912165,4.46751952087438e-07,1.2309360376139837e-05,128,1
5494,9236,ANK3,ENSG00000151150,0.0033152983523905277,3.584633844800453e-08,1.2348428054066277e-06,56,1
1443,2244,UL3,ENSG00000100316,0.003311644583085521,2.843734780241014e-25,5.580684417713794e-23,244,1
2263,3572,VHR,ENSG00000108861,0.0033012047410011292,0.004842558541261862,0.038168887649814805,10,1
3429,5519,RREB-1,ENSG00000124782,0.0032945523659388223,0.00015367058852240004,0.0023125138955107966,18,1
693,1068,PARK17,ENSG00000069329,0.003283238038420677,0.0024276370339970897,0.022295165721119687,24,1
6074,10344,JAML,ENSG00000160593,0.0032754712738096714,0.0013003312335299086,0.013606077411995213,32,1
4550,7522,EXOC6,ENSG00000138190,0.00326889231801033,0.0036246312003517587,0.03057408212507238,10,1
6374,10965,ZFYVE7,ENSG00000163820,0.0032550383072633008,0.0020795353867047086,0.01972072216819771,26,1
2584,4102,GZMK,ENSG00000113088,0.0032530990279009265,1.4879419925746824e-08,5.419715985075056e-07,124,1
8078,14771,SYNCAM1,ENSG00000182985,0.0032493056108554206,0.0028141047409345706,0.02510244080596181,18,1
7025,12261,LGALS9A,ENSG00000168961,0.003248763270676136,0.00195405101012207,0.018827810133601026,16,1
2145,3403,MGA1,ENSG00000107611,0.003247558413182988,3.7973343187778784e-06,8.714836947343217e-05,34,1
8927,16915,MT-ND4,ENSG00000198886,0.0032328231549211615,1.7240736567963774e-16,1.6746153821973704e-14,232,1
1733,2707,TONEBP,ENSG00000102908,0.003230624090956182,8.84482736997648e-12,4.725103332760768e-10,98,1
5814,9842,EL30,ENSG00000156482,0.0032249332298753693,3.7629859779707073e-25,7.095073169444377e-23,244,1
5294,8853,EPEO1,ENSG00000147471,0.0032214200632138686,0.0016729398186465488,0.016600860318423366,22,1
5142,8545,EIF2B5,ENSG00000145191,0.0032035692129284143,0.0006518204107657825,0.007736457057200031,32,1
8862,16802,DCHT,ENSG00000198648,0.0032030257085959115,0.003608967597039942,0.03046868517395617,18,1
7068,12370,HE5,ENSG00000169442,0.0031980223467816477,1.3855837979969651e-11,7.241181413879791e-10,184,1
3580,5781,MU-RMS-40.19,ENSG00000126777,0.003189512179233134,7.682672030364513e-08,2.462552474799505e-06,64,1
5977,10160,VPS22,ENSG00000159210,0.0031848475337028503,0.0010963950642976488,0.011886059682397058,28,1
9302,18081,TMA7,ENSG00000232112,0.0031844459839963485,2.0734692576803851e-22,3.323080063642431e-20,224,1
5627,9484,SCOCO,ENSG00000153130,0.003160969487258366,0.0037281885946020355,0.03135476932335854,14,1
6518,11238,KWE,ENSG00000164733,0.0031526796519756317,0.0065441360625027485,0.047781634302981345,12,1
4918,8141,NEDBEH,ENSG00000142599,0.0031414705921303143,7.760497132447674e-06,0.0001684535901255459,44,1
4505,7435,LP1,ENSG00000137818,0.0031308202439400017,8.920238291450143e-09,3.3638043690425324e-07,244,1
8506,16070,SLIPGC,ENSG00000189233,0.003129109740257263,0.004892586550285817,0.03840257332788293,12,1
1599,2461,G1L,ENSG00000101236,0.003120796222771917,0.003142810717819176,0.02727551251132599,14,1
9250,17821,C6ORF226,ENSG00000221821,0.0031204854971484132,0.00120236168181237,0.012775591085422927,38,1
8543,16158,C10ORF12,ENSG00000196233,0.0031126095828684893,5.008774032096459e-06,0.00011175028095740035,44,1
6533,11281,HSPC268,ENSG00000164898,0.0031095422804355622,0.0001246587369020544,0.0019334167968550887,20,1
566,888,SRFS14,ENSG00000064607,0.00310559074083964,0.0027934306243934054,0.024964339111679355,18,1
4207,6919,P2X4,ENSG00000135124,0.0031047439468758447,0.0012847584198388971,0.013487158258920126,14,1
7113,12472,ORFX,ENSG00000169925,0.003104697380747114,0.002969995379114434,0.026181002185618155,14,1
1736,2711,ARL2BP,ENSG00000102931,0.003101422218605876,0.0030812718822369085,0.026862656772067194,16,1
9441,18676,EEF1G,ENSG00000254772,0.0031008438733608826,4.2074648372177446e-21,5.863620561548672e-19,230,1
8807,16705,SF3B125,ENSG00000198231,0.0030977602116763594,0.001198966241470012,0.012753605506610217,40,1
9175,17592,DDAHII,ENSG00000213722,0.0030965166432516916,0.000874772183982881,0.00980397356780814,28,1
3685,5979,MTX2,ENSG00000128654,0.003090139478445053,0.004652689453340333,0.03712884795296319,18,1
1157,1795,SNX5,ENSG00000089006,0.0030888326466083525,7.621439324179729e-05,0.0012721787504386634,50,1
4019,6576,CIPP,ENSG00000132849,0.0030858514501768,8.664322658927202e-05,0.0014189033524996063,34,1
8899,16875,SFT2D1,ENSG00000198818,0.0030826210443462643,1.3476846395919805e-05,0.00027225494735959,56,1
9200,17637,C19ORF42,ENSG00000214046,0.0030782928069432577,0.0023748726714752986,0.021853373788427246,30,1
8988,17077,BMPR-II,ENSG00000204217,0.0030778534710407257,0.0010336941760786846,0.011334097146148952,28,1
6265,10746,RPRD2,ENSG00000163125,0.00307348080807262,8.29173370036189e-05,0.0013699881660254284,36,1
8244,15241,KIAA0825,ENSG00000185261,0.0030705134073893228,0.0030142377371065185,0.026349918254560258,12,1
2413,3815,LTA4H,ENSG00000111144,0.0030657617608085275,0.00031136760333809444,0.0042289701605919714,32,1
9019,17137,C2DELQ23.1,ENSG00000204406,0.003055577278137207,0.0008410028182815077,0.00953665459975823,50,1
8312,15407,LRCH3,ENSG00000186001,0.003051889439423879,8.312388114358747e-05,0.0013710450104232196,36,1
1291,1999,CBX5,ENSG00000094916,0.0030515871264717794,8.547494168848414e-05,0.0014026058690724632,22,1
2912,4621,STK-2,ENSG00000117020,0.0030465179847346414,2.3734307289836082e-07,6.958204234727554e-06,72,1
4374,7217,IMP4,ENSG00000136718,0.003046043541120446,0.00016815018988049614,0.0024914209952093236,46,1
197,332,SLC25A39,ENSG00000013306,0.0030459059136254446,0.0037302263005326718,0.03135476932335854,14,1
7344,13000,C20ORF133,ENSG00000172264,0.0030444027347998185,0.0003593724350247012,0.004746875460436163,22,1
9024,17146,GPANK1,ENSG00000204438,0.003034990813050951,0.0026794621329754896,0.02412519463547969,14,1
8302,15377,LAMPA,ENSG00000185896,0.0030342983081936836,0.0014849537442303718,0.015046696738165707,20,1
2825,4477,ALS26,ENSG00000116001,0.003032813730992769,0.0004942878538248894,0.006205054833394434,38,1
1859,2914,EF-1D,ENSG00000104529,0.0030276013214972394,2.9443528346499513e-25,5.662579371598787e-23,242,1
7595,13542,KIAA0652,ENSG00000175224,0.0030267147554291617,0.0026176940176889825,0.02367991126443768,18,1
3328,5316,NBLA00526,ENSG00000123352,0.003022193494770262,0.005988892320212048,0.04471210291239057,18,1
453,712,MCF2L2,ENSG00000053524,0.0030189833857796407,0.000979170142756059,0.010822643784761223,22,1
2467,3906,LDH-H,ENSG00000111716,0.0030162541873075747,6.539045741274374e-15,5.196649904801189e-13,132,1
3111,4941,MXI1,ENSG00000119950,0.0030131234476963678,0.000576979929117018,0.007067820380113688,24,1
7398,13119,EL38,ENSG00000172809,0.0030066028144980265,2.3870447606035975e-15,1.9787777946520856e-13,242,1
5115,8491,PP9932,ENSG00000144713,0.003005184156850713,6.039395326141393e-25,1.095751423701427e-22,244,1
426,665,MRD12,ENSG00000049618,0.0029995329678058624,3.7861411116943855e-05,0.0006856409214699286,46,1
7759,13946,THAP5,ENSG00000177683,0.002995534334331751,0.0005964104544536693,0.007250420897631459,32,1
1139,1766,ZIZ1,ENSG00000088387,0.0029948218302293258,0.0034782589828392537,0.029708507543836842,22,1
1425,2216,CYB5R3,ENSG00000100243,0.0029940158128738403,0.0054556113504541605,0.041504081286366463,26,1
3456,5570,NDUFA1,ENSG00000125356,0.0029915421414123456,5.4783809584355526e-11,2.6606116816321353e-09,142,1
7079,12395,CCDC95,ENSG00000169592,0.002990500203200749,0.0007450427369462992,0.008636357400163072,28,1
3272,5218,RTR1,ENSG00000122484,0.0029894853276865824,0.00035780815266995956,0.00473271416241311,42,1
2045,3242,CHCHD2,ENSG00000106153,0.002975683134881038,2.207234947517229e-19,2.7564637993929446e-17,206,1
7407,13140,ANKRD13D,ENSG00000172932,0.002974404487758875,0.00011176645976546446,0.0017621571711802114,24,1
3880,6348,TBC1D5,ENSG00000131374,0.0029737568149964017,9.015520454478872e-06,0.00019182087846850355,60,1
8742,16561,RPL37A,ENSG00000197756,0.0029690966132234356,2.9302958100450994e-21,4.143783016087305e-19,244,1
4644,7664,AEBP2,ENSG00000139154,0.0029597434807907452,0.0015980540091248099,0.01602386585166233,22,1
5396,9049,NAB50,ENSG00000149187,0.0029536882415413857,2.2410793354052674e-05,0.0004318681140131673,40,1
1369,2123,CEDNIK,ENSG00000099940,0.002947382628917694,0.005414696277400427,0.04132358682816072,16,1
5389,9038,DGK-ZETA,ENSG00000149091,0.0029392384669997477,0.0018008890338307036,0.017634774897470513,22,1
362,567,39K2,ENSG00000040341,0.002930537114540736,0.00017266720997015665,0.0025504883119401326,30,1
4441,7325,C6ORF109,ENSG00000137207,0.002927445061504841,0.00038156315455053585,0.004978441376062351,40,1
1951,3062,L4MT,ENSG00000105364,0.0029205429471201366,0.0012043365303006743,0.01278245041431709,36,1
7291,12877,CAMTA1,ENSG00000171735,0.0029204521949092546,0.00024923700662490936,0.003478465973447211,48,1
5031,8340,SRP9,ENSG00000143742,0.002916037967359578,7.764137302616912e-07,2.0398891885782574e-05,54,1
9380,18393,PL-5283,ENSG00000243317,0.0029133473553003804,3.1048443567646275e-06,7.246646440448704e-05,62,1
344,537,RPL26L1,ENSG00000037241,0.0029047226740254294,0.005362733665368405,0.041024699225284476,18,1
6152,10516,ZNF75A,ENSG00000162086,0.002899998592005836,0.003861622005524598,0.032289875830543074,18,1
4994,8282,L9MT,ENSG00000143436,0.0028992416337132454,0.00045818532372708193,0.005851142195165498,32,1
7507,13346,GNG5,ENSG00000174021,0.0028963985436774313,3.509800992639134e-07,9.92654304271115e-06,94,1
837,1309,KIAA0826,ENSG00000075539,0.002896251443486947,6.928667638741912e-05,0.0011668313137327886,52,1
3546,5730,IGFLR1,ENSG00000126246,0.0028942343261506823,0.006442599305091705,0.04721953880926969,36,1
1931,3028,FLRN,ENSG00000105202,0.0028939462594083838,9.924377481996558e-07,2.5653982222279273e-05,74,1
1231,1892,GW182,ENSG00000090905,0.0028919056057929993,0.001911343046173139,0.01854639226236216,26,1
9142,17528,TRIM59,ENSG00000213186,0.0028904092808564505,0.0006822477780342295,0.0080299811916489,24,1
3678,5962,MKLN1,ENSG00000128585,0.0028876099607040144,2.095125844979948e-05,0.00040865578347519635,58,1
3896,6373,CIB8,ENSG00000131495,0.0028852918185293674,5.743792919231411e-06,0.0001269708338191477,80,1
4732,7821,H4F5REL,ENSG00000140264,0.002883838826854681,9.460213440232876e-15,7.395887190347913e-13,232,1
1311,2034,NBP 2,ENSG00000095906,0.002882513217628002,0.004727515753990426,0.03757007561187763,24,1
5010,8307,JTB,ENSG00000143543,0.0028812381749351817,1.2883499054792473e-06,3.2516463756137643e-05,60,1
1590,2440,RC6-1,ENSG00000101182,0.002877785879022935,2.14816647086335e-09,8.827678967445289e-08,136,1
9010,17122,CBT1,ENSG00000204370,0.0028769806351350703,3.130174367514377e-05,0.0005834563724614531,46,1
5183,8622,BTF3A,ENSG00000145741,0.0028756958951728535,6.037879634145899e-18,6.59775574567579e-16,226,1
8811,16709,UBL5,ENSG00000198258,0.0028756530955433846,4.655900461150941e-16,4.3049171956180236e-14,172,1
5099,8460,DIS3L2,ENSG00000144535,0.002874477952718735,0.00036990186396814454,0.004865904683881912,30,1
988,1535,YVH1,ENSG00000081721,0.0028741061687469482,0.004090544526115464,0.03384553008526349,20,1
977,1517,TCF7,ENSG00000081059,0.0028572413412963644,0.005451481801430592,0.041504081286366463,34,1
6613,11449,ATP5C1,ENSG00000165629,0.0028506755562765257,4.345423342994123e-08,1.455943932621306e-06,84,1
1283,1987,DJ351K20.2,ENSG00000093144,0.0028484913054853678,0.00017689705255946754,0.002608960210754356,32,1
1965,3094,CARD8,ENSG00000105483,0.0028461843081142592,0.0014636756266342972,0.014878123494413744,46,1
7581,13518,PACS1,ENSG00000175115,0.0028456230647861958,0.00024560306508656645,0.0034327312120238703,48,1
5339,8944,TRUP,ENSG00000148303,0.002843072073015033,2.4372227540275286e-19,2.966624557307432e-17,244,1
3226,5146,SAM68,ENSG00000121774,0.0028403713528452248,7.879175373810868e-06,0.00016987926097436167,58,1
5772,9758,ELMO1,ENSG00000155849,0.002836414066881969,0.0006505151281909282,0.007736457057200031,58,1
2683,4262,FRMD4B,ENSG00000114541,0.002832718938589096,0.0029980445385294156,0.026256098617940676,40,1
4595,7586,UBL7,ENSG00000138629,0.0028320981189608576,0.00033346195792951545,0.004484713548881427,40,1
6828,11881,VKCFD2,ENSG00000167397,0.002828124910593033,0.00022706754102080288,0.0032204741511151036,60,1
4429,7304,DCTN3,ENSG00000137100,0.002826149226166308,1.5449374618400612e-05,0.00030758009592244366,64,1
2631,4180,CSNK1A1,ENSG00000113712,0.0028243849852255414,2.0310826479434484e-10,9.212684312558585e-09,126,1
6352,10916,UL6,ENSG00000163682,0.0028235492311784478,1.8348766717831488e-13,1.212023441707635e-11,244,1
9006,17113,D6S60E,ENSG00000204344,0.002823289822448384,0.0007843970812155711,0.008990181564921254,22,1
799,1243,CLTH,ENSG00000073921,0.002821756313954081,4.5514415787726416e-08,1.5144173779058036e-06,70,1
6854,11928,LENG8,ENSG00000167615,0.002820826508104801,0.0014655423753870236,0.014881367984922513,40,1
7748,13925,C21,ENSG00000177565,0.0028206423709267064,0.00025085972499376617,0.003490979906714986,38,1
2758,4381,LANCL1,ENSG00000115365,0.002820395506345309,0.00022878520865620132,0.003230541213565392,26,1
7444,13210,TIN1,ENSG00000173273,0.0028182596433907747,0.0011818307217347078,0.012613190033519368,32,1
6922,12060,RAB8IP,ENSG00000168067,0.0028169266879558563,0.004778086244627654,0.03788624774103937,16,1
5167,8592,TEB4,ENSG00000145495,0.002812159713357687,8.676322496565813e-05,0.0014189033524996063,64,1
